HPO,def,gene,t_start,t_end,pval,no_freq,OR,CI_lower,CI_upper,PPV
HP:0002133,Status epilepticus,SCN1A,0.333333333333333,1.83333333,2.10218411155942e-12,0.105418097707997,16.1234707446809,7.11392716730834,38.8772226575673,0.0124753775443204
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,2.16666666333333,2.13152640035562e-12,0.121341104053435,13.8241671981553,6.3571784954805,31.7887032981464,0.0112059765208111
HP:0002133,Status epilepticus,SCN1A,0.25,1.91666666333333,2.2856233138372098e-12,0.111195054945055,14.5331012409456,6.62189937656641,33.6421557760233,0.012202562538133
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,1.74999999666667,2.35797858642952e-12,0.106256627783669,14.018629407851,6.50862939903392,31.5012227147145,0.0131319763624425
HP:0002133,Status epilepticus,SCN1A,0.416666666666667,1.91666666333333,2.42955373891385e-12,0.106288873531444,15.9758127438231,7.05130603874343,38.512723246339,0.0122029543994862
HP:0002133,Status epilepticus,SCN1A,0.666666666666667,1.99999999666667,2.49030996805374e-12,0.101735776277724,21.4427894380501,8.43034171564291,61.1849702219176,0.0113788487282463
HP:0002133,Status epilepticus,SCN1A,0.75,1.91666666333333,2.56811960679282e-12,0.0964474147027788,24.9822513980063,9.26348279446246,78.1688566936939,0.0115356885364095
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,2.24999999666667,2.87400427249351e-12,0.123229186881428,13.5831066571224,6.24676373550885,31.234070581419,0.0109034267912773
HP:0002133,Status epilepticus,SCN1A,0.0833333333333333,1.99999999666667,2.9483920940402797e-12,0.117841039100882,13.1005139920046,6.14108336572109,29.2534101210528,0.0118510158013544
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,1.08333333,3.00498465249297e-12,0.071150921074869,18.9885553876053,8.24217421405439,45.387336149052,0.0186480186480186
HP:0002133,Status epilepticus,SCN1A,0.25,1.99999999666667,3.6314586530631197e-12,0.114013126733879,14.1289452387375,6.43766795261505,32.6906277881008,0.0117302052785924
HP:0002133,Status epilepticus,SCN1A,0.666666666666667,2.08333333,3.7112479867677695e-12,0.104289489733686,20.8582567529936,8.20102112320512,59.4901737548264,0.0109254498714653
HP:0002133,Status epilepticus,SCN1A,0.333333333333333,1.91666666333333,3.7213197165968495e-12,0.108875413450937,15.5511392405063,6.86302139465046,37.4944522596618,0.0118824265165729
HP:0002133,Status epilepticus,SCN1A,0.416666666666667,1.99999999666667,3.91691089649189e-12,0.109197358567636,15.4996882793017,6.84056956341957,37.368364462862,0.0117067159581023
HP:0002133,Status epilepticus,SCN1A,0.75,1.99999999666667,4.16724408614475e-12,0.0995566024663988,24.118765947576,8.9441244873864,75.3791023468163,0.0110116999311769
HP:0002133,Status epilepticus,SCN1A,0.0833333333333333,2.08333333,4.19295655195682e-12,0.120015896145185,12.8314017660044,6.01659112328696,28.6366517535492,0.0114566284779051
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,2.33333333,4.26463526498577e-12,0.125767656090072,13.2704152409137,6.10372488872534,30.5150961391428,0.0105686965274283
HP:0002133,Status epilepticus,SCN1A,0.666666666666667,1.66666666333333,4.48077547131555e-12,0.0871003307607497,20.9620253164557,8.43909739486373,56.744114771393,0.0133222314737719
HP:0002133,Status epilepticus,SCN1A,0.0833333333333333,1.66666666333333,4.52816734554908e-12,0.105263157894737,13.0769230769231,6.17304642815417,28.6577532710453,0.0134408602150538
HP:0002133,Status epilepticus,SCN1A,0,1.83333333,5.16872976122296e-12,0.12129603987815,12.6775114155251,5.94325620540054,28.3260635249447,0.011844331641286
HP:0002133,Status epilepticus,SCN1A,0.25,2.08333333,5.2615146151979494e-12,0.116327074177653,13.8117291981058,6.29366716497063,31.9555095110061,0.0113186191284663
HP:0002133,Status epilepticus,SCN1A,0.666666666666667,1.08333333,5.5843219920037e-12,0.0475488069414317,34.3388946819604,12.3918873638909,103.109323759543,0.0214285714285714
HP:0002133,Status epilepticus,SCN1A,0.25,1.66666666333333,5.625156629570499e-12,0.10096639261503,14.0984523809524,6.47871550555096,31.9004815935857,0.0133897110641297
HP:0002133,Status epilepticus,SCN1A,0.416666666666667,2.08333333,5.7535777004902896e-12,0.111602357984995,15.1247298919568,6.67573798898232,36.4435586769275,0.0112759643916914
HP:0002133,Status epilepticus,SCN1A,0.333333333333333,1.99999999666667,5.88478480494341e-12,0.111737152942774,15.1041919805589,6.66648717315802,36.3936744698483,0.0114114114114114
HP:0002133,Status epilepticus,SCN1A,0.416666666666667,1.66666666333333,5.93874426589735e-12,0.0955284552845529,15.4932301740812,6.90963607398907,36.3341144224331,0.0134932533733133
HP:0002133,Status epilepticus,SCN1A,0.5,1.83333333,5.9595544848218595e-12,0.100648435297434,16.0840336134454,7.02112579409842,39.061818424062,0.012448132780083
HP:0002133,Status epilepticus,SCN1A,0.666666666666667,2.16666666333333,6.02021600347348e-12,0.107472263066435,20.1686211798152,7.93085718193459,57.5097534123855,0.0104615384615385
HP:0002133,Status epilepticus,SCN1A,0.75,2.08333333,6.17500338284605e-12,0.102160430723097,23.4360684901045,8.69053060099228,73.0890787440264,0.0105610561056106
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,2.41666666333333,6.3421227454746896e-12,0.128375808292126,12.9620202020202,5.96261794517503,29.8060206640629,0.0102639296187683
HP:0002133,Status epilepticus,SCN1A,0.0833333333333333,2.16666666333333,6.506655172397549e-12,0.122786381755211,12.5023948908994,5.86181319726444,27.9187203095368,0.0110526315789474
HP:0002133,Status epilepticus,SCN1A,0.0833333333333333,1.74999999666667,7.23850641448119e-12,0.107991817732948,12.7076320152741,6.00049131853434,27.8530130927412,0.0128949065119278
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,2.49999999666667,7.93005496770763e-12,0.129872575481765,12.7906322773408,5.88374969660395,29.4116357095613,0.0100478468899522
HP:0002133,Status epilepticus,SCN1A,0.666666666666667,1.74999999666667,7.97951731558178e-12,0.0904885805145996,20.1022364217252,8.09327807296761,54.2516226839108,0.0126182965299685
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,1.33333333,7.99634739067314e-12,0.0864970645792564,16.3216783216783,7.18684216931075,38.6241732375102,0.0151515151515152
HP:0002133,Status epilepticus,SCN1A,0,1.91666666333333,8.19817052151023e-12,0.12424263053986,12.3353424657534,5.78361786274775,27.5447280781777,0.0113759479956663
HP:0002133,Status epilepticus,SCN1A,0.25,2.16666666333333,8.2038079238016e-12,0.119161794652828,13.4399117971334,6.12511528538504,31.0948551273298,0.0109051254089422
HP:0002133,Status epilepticus,SCN1A,0.75,1.66666666333333,8.20406208304964e-12,0.0843872494637971,23.2502817077751,8.89772867083789,67.4389516408478,0.0129757785467128
HP:0002133,Status epilepticus,SCN1A,0.666666666666667,2.24999999666667,8.45548631973511e-12,0.10976897689769,19.6958165106091,7.74642303091333,56.1654494907324,0.0101190476190476
HP:0002133,Status epilepticus,SCN1A,0.333333333333333,2.08333333,8.502447472166979e-12,0.114094856379426,14.7528103044496,6.51142990503242,35.6011305926971,0.0110017371163868
HP:0002133,Status epilepticus,SCN1A,0.0833333333333333,2.24999999666667,8.6938545056409e-12,0.124653024336712,12.288969445883,5.76139581672238,27.4406101815552,0.0107581967213115
HP:0002133,Status epilepticus,SCN1A,0.25,1.74999999666667,9.10603946859101e-12,0.103780946300631,13.6731601731602,6.28402088799606,30.9377116228318,0.0128205128205128
HP:0002133,Status epilepticus,SCN1A,0.416666666666667,2.16666666333333,9.16193922837322e-12,0.114584021674486,14.6817185697809,6.48025589968199,35.4233601355463,0.0108385624643468
HP:0002133,Status epilepticus,SCN1A,0.916666666666667,1.83333333,9.32688387632294e-12,0.0855614973262032,29.925,10.1567395380797,106.053500860187,0.011686143572621
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,1.16666666333333,9.4118542208861e-12,0.0767838038021562,17.4888434181039,7.59221131914743,41.7327000518656,0.0168598524762908
HP:0002133,Status epilepticus,SCN1A,0.333333333333333,1.66666666333333,9.791496625175509e-12,0.0984223476624692,14.9895721925134,6.68568825613503,35.187089984535604,0.0130624092888244
HP:0002133,Status epilepticus,SCN1A,0.75,2.16666666333333,1.0017871517967098e-11,0.105457722812206,22.6199277671553,8.38965247895001,70.6707316732488,0.0100946372239748
HP:0002133,Status epilepticus,SCN1A,0.416666666666667,1.08333333,1.00560252736214e-11,0.0601060191518468,21.8921763869132,9.00211532954819,55.2671520285595,0.0195258019525802
HP:0002133,Status epilepticus,SCN1A,0.416666666666667,1.74999999666667,1.0067343650061099e-11,0.0985935603626758,14.9607004147192,6.67310341649553,35.118575196157,0.0128663330950679
HP:0002133,Status epilepticus,SCN1A,0.0833333333333333,1.08333333,1.0416026795820499e-11,0.0734030001685488,16.8312284730195,7.44085891485783,39.0874125332618,0.0180383314543405
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,2.58333333,1.0497027902125099e-11,0.131776687573744,12.5782280867107,5.78715646127532,28.9082240350201,0.00979934671021932
HP:0002133,Status epilepticus,SCN1A,0.5,1.91666666333333,1.0669672203481e-11,0.104205639853114,15.4735372340426,6.75497019687091,37.5750501646964,0.011826544021025
HP:0002133,Status epilepticus,SCN1A,0.25,2.24999999666667,1.1120236103811099e-11,0.121147232496269,13.1898524614111,6.01217556410953,30.5161361058777,0.0105988341282459
HP:0002133,Status epilepticus,SCN1A,0.75,1.08333333,1.1617763941977099e-11,0.0435276636657635,40.2854752342704,13.5772031424638,132.775114333409,0.0216110019646365
HP:0002133,Status epilepticus,SCN1A,0,1.99999999666667,1.1955449490311498e-11,0.126710491011537,12.0610111169931,5.65478261780903,26.9132154451021,0.0109947643979058
HP:0002133,Status epilepticus,SCN1A,0.25,1.08333333,1.20654897755277e-11,0.06762260308841,18.801756587202,8.03427626741845,45.3961344709867,0.0184729064039409
HP:0002133,Status epilepticus,SCN1A,0.416666666666667,2.24999999666667,1.2525359151542001e-11,0.116637295215717,14.3898153329603,6.35181458957364,34.6960666017354,0.0105204872646733
HP:0002133,Status epilepticus,SCN1A,0.0833333333333333,2.33333333,1.2763354737114e-11,0.127170582226762,12.0110441767068,5.63190970342635,26.8099647573132,0.0104321907600596
HP:0002133,Status epilepticus,SCN1A,0.666666666666667,2.33333333,1.28021828219573e-11,0.112641127716505,19.1316834961099,7.52377415567965,54.5660421625559,0.00975329890992542
HP:0002133,Status epilepticus,SCN1A,0.333333333333333,2.16666666333333,1.31788791300571e-11,0.116968698517298,14.343661971831,6.3313516448228,34.5853810664738,0.0105908584169454
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,2.66666666333333,1.3934283716861599e-11,0.133730573131028,12.3665594855305,5.68839773677325,28.44877616471,0.00955414012738853
HP:0002133,Status epilepticus,SCN1A,0.75,2.24999999666667,1.39765147351521e-11,0.107792380193814,22.072249589491,8.18546005742342,68.9452646395484,0.00975609756097561
HP:0002133,Status epilepticus,SCN1A,0.75,1.74999999666667,1.47044571410547e-11,0.0879144851657941,22.2314781992201,8.50822495997821,64.536361097904,0.0122549019607843
HP:0002133,Status epilepticus,SCN1A,0.333333333333333,1.74999999666667,1.5990143353769e-11,0.101359527368496,14.5077885597549,6.4710697485031,34.0576292803179,0.0124826629680999
HP:0002133,Status epilepticus,SCN1A,0,2.08333333,1.6199365084828498e-11,0.128738364032482,11.8434615384615,5.55331917448987,26.4426580259612,0.0106544901065449
HP:0002133,Status epilepticus,SCN1A,0.25,2.33333333,1.6361493512706297e-11,0.123716632443532,12.8781591852131,5.86992723494592,29.7948888374654,0.0102669404517454
HP:0002133,Status epilepticus,SCN1A,0.833333333333333,1.83333333,1.65254333888923e-11,0.0892754456584244,28.5636070853462,9.6971242449704,101.549246355009,0.0111464968152866
HP:0002197,Generalized-onset seizure,SCN1A,0.416666666666667,1.41666666333333,1.6555898631251297e-11,0.0842340951204447,17.394683776352,7.39812929027202,42.9642331753552,0.014453477868112
HP:0002133,Status epilepticus,SCN1A,0.5,1.99999999666667,1.70148960946595e-11,0.107152607152607,14.9984713375796,6.54784351318265,36.3981036545148,0.0113350125944584
HP:0002133,Status epilepticus,SCN1A,0.916666666666667,1.91666666333333,1.7742193717761498e-11,0.089753603635589,28.3965189873418,9.64090783104298,100.929597044261,0.0109546165884194
HP:0002133,Status epilepticus,SCN1A,0.333333333333333,2.24999999666667,1.7803548007325397e-11,0.118987176983662,14.0681072210066,6.21036414502206,33.9214684166048,0.010286951813752
HP:0002133,Status epilepticus,SCN1A,0.416666666666667,2.33333333,1.85574080785594e-11,0.119271976248871,14.0299783549784,6.19369494250467,33.8293169690908,0.0101767541510445
HP:0002133,Status epilepticus,SCN1A,0.0833333333333333,2.41666666333333,1.87896185070322e-11,0.129760850310009,11.7363481228669,5.50384224444242,26.2006079770797,0.0101351351351351
HP:0002133,Status epilepticus,SCN1A,0.666666666666667,2.41666666333333,1.91040972784087e-11,0.115486582605884,18.6004639257719,7.31568337212222,53.0624070105853,0.00942872989462008
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,2.74999999666667,1.9491202793238198e-11,0.136084231026718,12.1196536022117,5.57588614501343,27.867154914374,0.00930438635356668
HP:0002133,Status epilepticus,SCN1A,0.75,2.33333333,2.0956457998990098e-11,0.11070280202113,21.4218533886584,7.94543284388606,66.9777444412687,0.00939518496770405
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,2.83333333,2.0970619348259e-11,0.136607411871045,12.0659261338573,5.5513571786081,27.7125515302702,0.00917832167832168
HP:0002133,Status epilepticus,SCN1A,0.583333333333333,1.83333333,2.33233009507056e-11,0.0976299964626813,15.7126811594203,6.77637674154307,38.4504531282472,0.0121689334287759
HP:0002133,Status epilepticus,SCN1A,0.0833333333333333,2.49999999666667,2.3339603361649297e-11,0.131240994800476,11.5842482100239,5.4332288583113,25.8570205155999,0.00992438563327032
HP:0002133,Status epilepticus,SCN1A,0.333333333333333,1.08333333,2.3398413819740798e-11,0.0640654285227466,20.4526595744681,8.41091415112214,51.5628728991672,0.0182767624020888
HP:0002133,Status epilepticus,SCN1A,0,2.16666666333333,2.34560327928228e-11,0.131253256904638,11.5830024813896,5.43222340309631,25.8555569905952,0.0103143418467584
HP:0002133,Status epilepticus,SCN1A,0,1.66666666333333,2.36289636311772e-11,0.115183994283673,11.8180950563085,5.57980024004391,25.8926568895297,0.0122549019607843
HP:0002133,Status epilepticus,SCN1A,0.25,2.41666666333333,2.4099758943136098e-11,0.126351265420323,12.5717161550076,5.73053457877971,29.0781923873327,0.00996512207274539
HP:0002133,Status epilepticus,SCN1A,0.666666666666667,2.49999999666667,2.46328076705937e-11,0.11733452822942,18.2692697373548,7.18490126157498,52.0968832611992,0.00918918918918919
HP:0002133,Status epilepticus,SCN1A,0.5,2.08333333,2.4793079918359296e-11,0.109596400510375,14.6238970588235,6.38484439408855,35.541711207494,0.0109090909090909
HP:0002197,Generalized-onset seizure,SCN1A,0.333333333333333,1.41666666333333,2.53230291347434e-11,0.0866553794058796,16.8639431616341,7.17139177711958,41.6923500174492,0.0140105078809107
HP:0002133,Status epilepticus,SCN1A,0.0833333333333333,1.33333333,2.5646920830488798e-11,0.0885453267744202,14.582671957672,6.5413352798236,33.5518774912232,0.0147697654213727
HP:0002133,Status epilepticus,SCN1A,0.5,1.66666666333333,2.57692762602934e-11,0.0931654414440643,15.0428267045455,6.62712465951885,35.6183598921872,0.0131071703932151
HP:0002133,Status epilepticus,SCN1A,0.333333333333333,2.33333333,2.60354094698096e-11,0.121588568486097,13.7264690312335,6.06072772368115,33.0888829044036,0.009958071278826
HP:0002197,Generalized-onset seizure,SCN1A,0.416666666666667,1.33333333,2.60766396256032e-11,0.0755717337975785,18.3486910994764,7.68160462586055,45.7862310651864,0.0154639175257732
HP:0002133,Status epilepticus,SCN1A,0.416666666666667,2.41666666333333,2.7466210305822498e-11,0.121962138654387,13.6786051389617,6.03954436480203,32.9731192658316,0.009865005192108
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,2.91666666333333,2.7928834405453398e-11,0.138661732227064,11.8588815403279,5.45677684563214,27.2773964497297,0.00895904436860068
HP:0002133,Status epilepticus,SCN1A,0.916666666666667,1.99999999666667,2.85620361562168e-11,0.0929939868549853,27.3094736842105,9.27328883132285,96.996583760515,0.0104166666666667
HP:0002133,Status epilepticus,SCN1A,0.666666666666667,1.16666666333333,2.8607619981349098e-11,0.054804931599392,29.5654853620955,10.681786515098,89.0571520175657,0.0181543116490166
HP:0002133,Status epilepticus,SCN1A,0.666666666666667,1.33333333,2.8822792570257e-11,0.0668217551740735,25.9353455667981,9.58082550941626,77.0002364109214,0.0153664302600473
HP:0002133,Status epilepticus,SCN1A,0.833333333333333,1.91666666333333,2.9918487964236495e-11,0.093310729674366,27.2072672218017,9.2384275354437,96.6345652878948,0.0104868913857678
HP:0002133,Status epilepticus,SCN1A,0,2.24999999666667,2.99604972365162e-11,0.132947232947233,11.4131171345595,5.3519782568843,25.482576904118,0.0100622903689506
HP:0002133,Status epilepticus,SCN1A,0.25,2.49999999666667,3.00091503195717e-11,0.127872568154631,12.4005192247437,5.65264752859194,28.712278968892,0.00975134080936129
HP:0002133,Status epilepticus,SCN1A,0.0833333333333333,2.58333333,3.06535280857467e-11,0.133126743105051,11.3953677839851,5.34406151574682,25.4418338387897,0.00968188105117566
HP:0002133,Status epilepticus,SCN1A,0.0833333333333333,1.16666666333333,3.08831195761949e-11,0.0789624887137815,15.5523215523216,6.87695911848651,36.1424953550934,0.016359918200409
HP:0002133,Status epilepticus,SCN1A,0.75,2.41666666333333,3.12237461455869e-11,0.113646706976139,20.7978642257818,7.71552143863374,64.8867507042427,0.0090702947845805
HP:0002133,Status epilepticus,SCN1A,0.25,1.33333333,3.2535351292402695e-11,0.0834446452423981,15.9767163156994,6.93924472711374,38.1584035499315,0.0148423005565863
HP:0002133,Status epilepticus,SCN1A,0.666666666666667,2.58333333,3.31794146200852e-11,0.119539065467899,17.8875605326877,7.03617373795306,51.1441228360849,0.0089238845144357
HP:0002133,Status epilepticus,SCN1A,0.416666666666667,1.33333333,3.44319768460211e-11,0.0770752552029754,17.961498973306,7.52066474896801,44.7549474483473,0.0151668351870576
HP:0002133,Status epilepticus,SCN1A,0.416666666666667,2.49999999666667,3.46982941868888e-11,0.123599062875958,13.4722848360656,5.94832256668954,32.4749807509735,0.00963977676306443
HP:0002133,Status epilepticus,SCN1A,0,1.74999999666667,3.4852295850007794e-11,0.117671868409954,11.5357044389302,5.44811378921322,25.2796290430264,0.0118063754427391
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,2.99999999666667,3.5309624483445394e-11,0.140367516301126,11.6915694103194,5.37895318349801,26.8733471031037,0.00879028882377564
HP:0002133,Status epilepticus,SCN1A,0.416666666666667,1.16666666333333,3.70482379826974e-11,0.0663447931407642,19.7018820577164,8.10353450260178,49.7596210193924,0.0172626387176326
HP:0002133,Status epilepticus,SCN1A,0.333333333333333,2.41666666333333,3.8077123279101394e-11,0.12425054216099,13.3916837782341,5.91264421752845,32.2808786715244,0.00965937976614133
HP:0002133,Status epilepticus,SCN1A,0.25,1.16666666333333,3.85499202859409e-11,0.0734528629265471,17.2011453113815,7.35385957629658,41.544778773508,0.0165929203539823
HP:0002133,Status epilepticus,SCN1A,0.5,2.16666666333333,3.9386249632667294e-11,0.112678855325914,14.1746031746032,6.18942535164888,34.4219557302961,0.0104712041884817
HP:0002133,Status epilepticus,SCN1A,0.25,2.58333333,3.94884114506049e-11,0.129803799439427,12.1889722561508,5.55669531129936,28.2040423158408,0.00950570342205323
HP:0002133,Status epilepticus,SCN1A,0.75,2.49999999666667,4.00245158823613e-11,0.115523233363367,20.416713091922,7.57336402645689,63.7618106622455,0.00883489784649365
HP:0002133,Status epilepticus,SCN1A,0.0833333333333333,2.66666666333333,4.0374560090122395e-11,0.135062227944332,11.2069904675443,5.25586692391018,25.0231140923637,0.00944244604316547
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,3.08333333,4.0745106526791195e-11,0.14142303628038,11.5900600022642,5.33277749696341,26.6467728961692,0.00864197530864197
HP:0002197,Generalized-onset seizure,SCN1A,0.416666666666667,1.08333333,4.0791423792214696e-11,0.0528385772913817,21.1847602235952,8.71094195664021,52.3999079831118,0.0206022187004754
HP:0002133,Status epilepticus,SCN1A,0,2.33333333,4.18872400148338e-11,0.135301979252848,11.1840310442145,5.24471948857987,24.9734315528364,0.00978108989287378
HP:0002197,Generalized-onset seizure,SCN1A,0.333333333333333,1.33333333,4.1921777394984495e-11,0.0781607382285669,17.6912209889001,7.40679440920798,44.1109386513968,0.0149105367793241
HP:0002133,Status epilepticus,SCN1A,0.583333333333333,1.91666666333333,4.1954639889715496e-11,0.101321279554937,15.0783115991764,6.50330455953181,36.8917978484949,0.0115332428765265
HP:0002133,Status epilepticus,SCN1A,0.916666666666667,2.08333333,4.25348491223019e-11,0.0957980881645004,26.4281407035176,8.97487600119273,93.8719508871202,0.00995024875621891
HP:0002133,Status epilepticus,SCN1A,0.5,1.74999999666667,4.37656667353465e-11,0.0963493199713672,14.4946643252735,6.38600478144759,34.3030972791426,0.012472487160675
HP:0002133,Status epilepticus,SCN1A,0.666666666666667,2.66666666333333,4.39821856630221e-11,0.121665623043206,17.532460848467,6.89676208959395,50.107344875013,0.0086734693877551
HP:0002133,Status epilepticus,SCN1A,1,1.83333333,4.57002769697844e-11,0.0818386464309055,29.1698314108252,9.7320752279343,104.333797766849,0.0114035087719298
HP:0002133,Status epilepticus,SCN1A,0.416666666666667,2.58333333,4.58898532592507e-11,0.125587222048231,13.228927680798,5.84106632296101,31.8877074471261,0.00938735177865613
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,1.41666666333333,4.6599617063772696e-11,0.0919786096256685,13.9854651162791,6.27472471711657,32.1559232889024,0.0139230139230139
HP:0002133,Status epilepticus,SCN1A,0.833333333333333,1.99999999666667,4.6822266079482094e-11,0.096480244852532,26.2214852198991,8.90451303931411,93.1498230340451,0.00999286224125625
HP:0002133,Status epilepticus,SCN1A,0.333333333333333,2.49999999666667,4.7702010191668596e-11,0.125860435743606,13.1960863020572,5.82688939241292,31.808843132484,0.00944333996023857
HP:0002133,Status epilepticus,SCN1A,0.5,1.08333333,5.1461254618027e-11,0.0571232524230208,21.4578078078078,8.64881045817484,54.8685697467936,0.0191458026509573
HP:0002133,Status epilepticus,SCN1A,0.25,2.66666666333333,5.2093744729042497e-11,0.131784856139486,11.9784096221684,5.4613827434068,27.7111102287602,0.00926354793886058
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,3.16666666333333,5.284080143571339e-11,0.143356439680783,11.4080011820768,5.24910417562086,26.2262379564835,0.00846091861402095
HP:0002133,Status epilepticus,SCN1A,0.5,2.24999999666667,5.3419249724349694e-11,0.114760533891651,13.884834663626,6.06400269698292,33.7110768272512,0.0101580135440181
HP:0002133,Status epilepticus,SCN1A,0.75,2.58333333,5.3958800858565195e-11,0.117823042647995,19.9661444264362,7.40600846572857,62.3504231547313,0.00856989823245849
HP:0007359,Focal-onset seizure,SCN1A,0.5,2.08333333,5.4102379339123096e-11,0.114834463770062,13.8747368421053,6.05921433384816,33.6877285001383,0.0104166666666667
HP:0002133,Status epilepticus,SCN1A,0.166666666666667,1.24999999666667,5.5513643398226e-11,0.0821488797880029,14.8973607038123,6.5889262909447,34.5921505236692,0.0153994225216554
HP:0002133,Status epilepticus,SCN1A,0.0833333333333333,2.74999999666667,5.59998247489605e-11,0.137399015975217,10.9866268788683,5.15257328871999,24.5101140149834,0.00919842312746386
HP:0002133,Status epilepticus,SCN1A,0.916666666666667,1.66666666333333,5.696581949849149e-11,0.0764060049294197,26.1906158357771,9.2596302132991,84.1931869413134,0.0125482625482625
HP:0002133,Status epilepticus,SCN1A,0,2.41666666333333,5.94629553131338e-11,0.137811415957111,10.9485125858124,5.13415724410087,24.4272865896933,0.00951949229374433
HP:0002133,Status epilepticus,SCN1A,0.0833333333333333,2.83333333,6.00547977593898e-11,0.13790822156733,10.9395987788923,5.13042099738363,24.4062462592887,0.0090751944684529
HP:0002133,Status epilepticus,SCN1A,0.416666666666667,2.66666666333333,6.08206412843972e-11,0.127625302025897,12.9873300970874,5.7345440912006,31.3048878016139,0.00913900913900914
HP:0002133,Status epilepticus,SCN1A,0.666666666666667,2.74999999666667,6.14597495007268e-11,0.124240168713559,17.118821767349,6.73444651263932,48.9052844279428,0.00841584158415842
HP:0002133,Status epilepticus,SCN1A,0.75,1.33333333,6.21505656716895e-11,0.0636407688580197,29.4263959390863,10.1803604046899,95.8637835849056,0.015
HP:0002133,Status epilepticus,SCN1A,0.333333333333333,2.58333333,6.249606328555439e-11,0.127819079152871,12.9647605083089,5.72432600701251,31.2507954166608,0.00920096852300242
HP:0002133,Status epilepticus,SCN1A,0.333333333333333,1.33333333,6.2926525276761e-11,0.0804479848568499,17.1455882352941,7.17987420535012,42.7678521333194,0.0144927536231884
HP:0007359,Focal-onset seizure,SCN1A,0.5,2.66666666333333,6.3263187064637e-11,0.134873323397914,13.5414364640884,5.82841353445315,34.0193302203522,0.00867183934276586
HP:0002133,Status epilepticus,SCN1A,0.75,1.16666666333333,6.483471621654289e-11,0.0511991835346147,33.9745293466224,11.4595061004419,112.191942837879,0.0179445350734095
HP:0002133,Status epilepticus,SCN1A,0.583333333333333,1.99999999666667,6.650846713854979e-11,0.104322213850264,14.5956664478004,6.29596373546174,35.7619980994127,0.011038961038961
HP:0002133,Status epilepticus,SCN1A,0.666666666666667,2.83333333,6.73169823738735e-11,0.124953948176348,17.0071604071604,6.69072326210151,48.5814442012337,0.00828460038986355
